iter	kernel	tflops	decision	bottleneck	idea_summary
iter074	iter074_cpasync_pad16	129.243	DISCARD	latency_bound	Padding +16 wastes smem bandwidth - regression from +8
iter075	iter075_cpasync_8warps	138.522	DISCARD	latency_bound	8 warps with 4x4 tiles - register pressure hurts more than reduced warp overhead
iter076	iter076_cpasync_highoccup	108.431	DISCARD	compute_bound	Smaller tiles BM=128 BN=128 BK=16 for higher occupancy - less compute per memory
iter077	iter077_pipeline2stage	0	COMPILE_FAIL	compute_bound	2-stage pipeline with BK=16 - verification failed due to indexing bug
iter078	iter078_cpasync_256x256	0	COMPILE_FAIL	compute_bound	256x256 tile with BK=16 - verification failed, warp indexing bug
iter079	iter079_cpasync_swizzle	0	COMPILE_FAIL	compute_bound	XOR swizzle breaks WMMA load layout - inf TFLOPS timing error
iter080	iter080_maxreg128	142.357	DISCARD	compute_bound	maxrregcount=128 capped registers but didnt improve - register spilling hurts
iter081	iter081_bk48_bm192	129.286	DISCARD	compute_bound	BK=48 BM=192 - reduced parallelism hurts more than larger K helps
iter082	iter082_unroll_inner	0	COMPILE_FAIL	compute_bound	Removing syncthreads broke correctness - need sync between K iterations
iter083	iter083_bm128_bk48	0	COMPILE_FAIL	compute_bound	BM=128 BK=48 - load pattern bug with non-divisible thread distribution
iter084	iter084_bm128_bk64	161.209	KEEP	compute_bound	BM=128 BK=64 - larger K tile increases compute density, 4 WMMA_K ops per iterati
iter085	iter085_bm128_bk96	0	COMPILE_FAIL	compute_bound	BK=96 exceeds 48KB smem limit
iter086	iter086_bm128_bk80	0	COMPILE_FAIL	compute_bound	BK=80 load pattern indexing bug - non-divisible row distribution
iter087	iter087_bm64_bk64	105.800	DISCARD	compute_bound	BM=64 BK=64 - too few warps per block reduces compute efficiency
iter088	iter088_warp1x8	134.686	DISCARD	compute_bound	Warp tile 1x8 - worse than 2x4, more B-matrix loads per warp
iter089	iter089_warp4x2	161.552	KEEP	compute_bound	Warp tile 4x2 - better A-matrix reuse per warp, 0.3 TFLOPS improvement
iter090	iter090_warp3x3	113.965	DISCARD	compute_bound	Warp tile 3x3 with only 4 warps - insufficient parallelism hurts
