Metric Name,Metric Unit,Maximum,Minimum,Average
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum.pct_of_peak_sustained_elapsed,%,,,9.600318
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum,,,,"67,108,864"
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum.pct_of_peak_sustained_elapsed,%,,,4.798973
l1tex__data_pipe_tex_wavefronts.avg.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__f_wavefronts.avg.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__lsu_writeback_active.avg.pct_of_peak_sustained_elapsed,%,,,21.055259
l1tex__lsu_writeback_active_mem_lg.sum,cycle,,,92896439.000000
l1tex__lsu_writeback_active_mem_lg.sum.pct_of_peak_sustained_elapsed,%,,,6.643049
l1tex__lsuin_requests.avg.pct_of_peak_sustained_elapsed,%,,,52.301303
l1tex__m_l1tex2xbar_req_cycles_active.avg.pct_of_peak_sustained_elapsed,%,,,7.021113
l1tex__m_l1tex2xbar_write_bytes.sum,Gbyte,,,1.073742
l1tex__m_l1tex2xbar_write_bytes.sum.pct_of_peak_sustained_elapsed,%,,,2.399486
l1tex__m_l1tex2xbar_write_bytes.sum.per_second,Gbyte/second,,,52.921382
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_atom.sum,sector,,,0.000000
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_red.sum,sector,,,0.000000
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_red.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__m_l1tex2xbar_write_sectors_mem_lg_op_st.sum,sector,,,33554432.000000
l1tex__m_l1tex2xbar_write_sectors_mem_lg_op_st.sum.pct_of_peak_sustained_elapsed,%,,,2.399486
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_atom.sum,sector,,,0.000000
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_red.sum,sector,,,0.000000
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_st.sum,sector,,,0.000000
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__m_xbar2l1tex_read_bytes.sum,Gbyte,,,4.287531
l1tex__m_xbar2l1tex_read_bytes.sum.pct_of_peak_sustained_elapsed,%,,,9.581328
l1tex__m_xbar2l1tex_read_bytes.sum.per_second,Gbyte/second,,,211.319041
l1tex__m_xbar2l1tex_read_sectors.avg.pct_of_peak_sustained_elapsed,%,,,9.581328
l1tex__m_xbar2l1tex_read_sectors_mem_global_op_atom.sum,sector,,,0.000000
l1tex__m_xbar2l1tex_read_sectors_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__m_xbar2l1tex_read_sectors_mem_lg_op_ld.sum,sector,,,133964044.000000
l1tex__m_xbar2l1tex_read_sectors_mem_lg_op_ld.sum.pct_of_peak_sustained_elapsed,%,,,9.579804
l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_atom.sum,sector,,,0.000000
l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_ld.sum,sector,,,0.000000
l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__m_xbar2l1tex_read_sectors_mem_texture.sum,sector,,,0.000000
l1tex__m_xbar2l1tex_read_sectors_mem_texture.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_atom.sum,,,,0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_ld.sum,,,,"67,109,563"
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_ld.sum.pct_of_peak_sustained_elapsed,%,,,4.799023
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_red.sum,,,,0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_red.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_st.sum,,,,"9,064,252"
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_st.sum.pct_of_peak_sustained_elapsed,%,,,0.648187
l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_ld.sum,,,,0
l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_ld.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_st.sum,,,,0
l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_st.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_atom.sum,,,,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_ld.sum,,,,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_red.sum,,,,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_st.sum,,,,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__t_output_wavefronts_pipe_tex_mem_texture.sum,,,,0
l1tex__t_output_wavefronts_pipe_tex_mem_texture.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__t_requests_pipe_lsu_mem_global_op_atom.sum,request,,,0.000000
l1tex__t_requests_pipe_lsu_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum,request,,,67108864.000000
l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum.pct_of_peak_sustained_elapsed,%,,,4.798973
l1tex__t_requests_pipe_lsu_mem_global_op_red.sum,request,,,0.000000
l1tex__t_requests_pipe_lsu_mem_global_op_red.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__t_requests_pipe_lsu_mem_global_op_st.sum,request,,,4194304.000000
l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.pct_of_peak_sustained_elapsed,%,,,0.299936
l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum,request,,,0.000000
l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__t_requests_pipe_lsu_mem_local_op_st.sum,request,,,0.000000
l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__t_requests_pipe_tex_mem_surface_op_atom.sum,request,,,0.000000
l1tex__t_requests_pipe_tex_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__t_requests_pipe_tex_mem_surface_op_ld.sum,request,,,0.000000
l1tex__t_requests_pipe_tex_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__t_requests_pipe_tex_mem_surface_op_red.sum,request,,,0.000000
l1tex__t_requests_pipe_tex_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__t_requests_pipe_tex_mem_surface_op_st.sum,request,,,0.000000
l1tex__t_requests_pipe_tex_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__t_requests_pipe_tex_mem_texture.sum,request,,,0.000000
l1tex__t_requests_pipe_tex_mem_texture.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__t_sector_hit_rate.pct,%,,,14.582432
l1tex__t_sector_pipe_lsu_mem_global_op_atom_hit_rate.pct,%,,,0.000000
l1tex__t_sector_pipe_lsu_mem_global_op_ld_hit_rate.pct,%,,,0.199297
l1tex__t_sector_pipe_lsu_mem_global_op_red_hit_rate.pct,%,,,0.000000
l1tex__t_sector_pipe_lsu_mem_global_op_st_hit_rate.pct,%,,,69.084927
l1tex__t_sector_pipe_lsu_mem_local_op_ld_hit_rate.pct,%,,,0.000000
l1tex__t_sector_pipe_lsu_mem_local_op_st_hit_rate.pct,%,,,0.000000
l1tex__t_sector_pipe_tex_mem_surface_op_atom_hit_rate.pct,%,,,0.000000
l1tex__t_sector_pipe_tex_mem_surface_op_ld_hit_rate.pct,%,,,0.000000
l1tex__t_sector_pipe_tex_mem_surface_op_red_hit_rate.pct,%,,,0.000000
l1tex__t_sector_pipe_tex_mem_surface_op_st_hit_rate.pct,%,,,0.000000
l1tex__t_sector_pipe_tex_mem_texture_op_tex_hit_rate.pct,%,,,0.000000
l1tex__t_sectors.sum.pct_of_peak_sustained_elapsed,%,,,0.718512
l1tex__t_sectors_pipe_lsu_mem_global_op_atom.sum,sector,,,0.000000
l1tex__t_sectors_pipe_lsu_mem_global_op_atom_lookup_hit.sum,sector,,,0.000000
l1tex__t_sectors_pipe_lsu_mem_global_op_atom_lookup_miss.sum,sector,,,0.000000
l1tex__t_sectors_pipe_lsu_mem_global_op_ld.sum,sector,,,127240082.000000
l1tex__t_sectors_pipe_lsu_mem_global_op_ld_lookup_hit.sum,sector,,,253586.000000
l1tex__t_sectors_pipe_lsu_mem_global_op_ld_lookup_miss.sum,sector,,,126986496.000000
l1tex__t_sectors_pipe_lsu_mem_global_op_red.sum,sector,,,0.000000
l1tex__t_sectors_pipe_lsu_mem_global_op_red_lookup_hit.sum,sector,,,0.000000
l1tex__t_sectors_pipe_lsu_mem_global_op_red_lookup_miss.sum,sector,,,0.000000
l1tex__t_sectors_pipe_lsu_mem_global_op_st.sum,sector,,,33554432.000000
l1tex__t_sectors_pipe_lsu_mem_global_op_st_lookup_hit.sum,sector,,,23181055.000000
l1tex__t_sectors_pipe_lsu_mem_global_op_st_lookup_miss.sum,sector,,,10373377.000000
l1tex__t_sectors_pipe_lsu_mem_local_op_ld.sum,sector,,,0.000000
l1tex__t_sectors_pipe_lsu_mem_local_op_ld_lookup_hit.sum,sector,,,0.000000
l1tex__t_sectors_pipe_lsu_mem_local_op_ld_lookup_miss.sum,sector,,,0.000000
l1tex__t_sectors_pipe_lsu_mem_local_op_st.sum,sector,,,0.000000
l1tex__t_sectors_pipe_lsu_mem_local_op_st_lookup_hit.sum,sector,,,0.000000
l1tex__t_sectors_pipe_lsu_mem_local_op_st_lookup_miss.sum,sector,,,0.000000
l1tex__t_sectors_pipe_tex_mem_surface_op_atom.sum,sector,,,0.000000
l1tex__t_sectors_pipe_tex_mem_surface_op_atom_lookup_hit.sum,sector,,,0.000000
l1tex__t_sectors_pipe_tex_mem_surface_op_atom_lookup_miss.sum,sector,,,0.000000
l1tex__t_sectors_pipe_tex_mem_surface_op_ld.sum,sector,,,0.000000
l1tex__t_sectors_pipe_tex_mem_surface_op_ld_lookup_hit.sum,sector,,,0.000000
l1tex__t_sectors_pipe_tex_mem_surface_op_ld_lookup_miss.sum,sector,,,0.000000
l1tex__t_sectors_pipe_tex_mem_surface_op_red.sum,sector,,,0.000000
l1tex__t_sectors_pipe_tex_mem_surface_op_red_lookup_hit.sum,sector,,,0.000000
l1tex__t_sectors_pipe_tex_mem_surface_op_red_lookup_miss.sum,sector,,,0.000000
l1tex__t_sectors_pipe_tex_mem_surface_op_st.sum,sector,,,0.000000
l1tex__t_sectors_pipe_tex_mem_surface_op_st_lookup_hit.sum,sector,,,0.000000
l1tex__t_sectors_pipe_tex_mem_surface_op_st_lookup_miss.sum,sector,,,0.000000
l1tex__t_sectors_pipe_tex_mem_texture.sum,sector,,,0.000000
l1tex__t_sectors_pipe_tex_mem_texture_lookup_hit.sum,sector,,,0.000000
l1tex__t_sectors_pipe_tex_mem_texture_lookup_miss.sum,sector,,,0.000000
l1tex__tex_writeback_active.avg.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__tex_writeback_active.sum,cycle,,,0.000000
l1tex__tex_writeback_active.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
l1tex__texin_sm2tex_req_cycles_active.avg.pct_of_peak_sustained_elapsed,%,,,0.076185
l1tex__throughput.avg.pct_of_peak_sustained_active,%,,,52.415566
launch__block_dim_x,block,,,512.000000
launch__block_dim_y,block,,,1.000000
launch__block_dim_z,block,,,1.000000
launch__block_size,,,,512
launch__context_id,,,,1
launch__device_id,,,,0
launch__func_cache_config,,,,CachePreferNone
launch__function_pcs,,,,"139,738,967,526,656"
launch__grid_dim_x,,,,128
launch__grid_dim_y,,,,128
launch__grid_dim_z,,,,1
launch__grid_size,,,,"16,384"
launch__occupancy_limit_blocks,block,,,16.000000
launch__occupancy_limit_registers,block,,,2.000000
launch__occupancy_limit_shared_mem,block,,,2.000000
launch__occupancy_limit_warps,block,,,3.000000
launch__occupancy_per_block_size,,,,"1,330"
launch__occupancy_per_register_count,,,,"3,104"
launch__occupancy_per_shared_mem_size,,,,"4,224"
launch__registers_per_thread,register/thread,,,64.000000
launch__registers_per_thread_allocated,register/thread,,,32768.000000
launch__shared_mem_config_size,Kbyte,,,65.536000
launch__shared_mem_per_block,Kbyte/block,,,22.016000
launch__shared_mem_per_block_allocated,Kbyte/block,,,22.016000
launch__shared_mem_per_block_driver,Kbyte/block,,,1.024000
launch__shared_mem_per_block_dynamic,byte/block,,,0.000000
launch__shared_mem_per_block_static,Kbyte/block,,,20.992000
launch__stream_id,,,,7
launch__thread_count,thread,,,8388608.000000
launch__uses_cdp,,,,0
launch__waves_per_multiprocessor,,,,178.09
lts__average_gcomp_input_sector_success_rate.pct,%,,,0.000000
lts__average_gcomp_output_sector_compression_achieved_rate.ratio,,,,0
lts__d_atomic_input_cycles_active.avg.pct_of_peak_sustained_elapsed,%,,,0.000000
lts__d_sectors.avg.pct_of_peak_sustained_elapsed,%,,,7.377638
lts__d_sectors_fill_device.avg.pct_of_peak_sustained_elapsed,%,,,7.549517
lts__d_sectors_fill_sysmem.avg.pct_of_peak_sustained_elapsed,%,,,0.000606
lts__gcomp_input_sectors.sum,sector,,,0.000000
lts__gcomp_input_sectors.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
lts__gcomp_input_sectors.sum.per_second,sector/second,,,0.000000
lts__gcomp_output_sectors.sum,sector,,,0.000000
lts__gcomp_output_sectors.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
lts__gcomp_output_sectors.sum.per_second,sector/second,,,0.000000
lts__lts2xbar_cycles_active.avg.pct_of_peak_sustained_elapsed,%,,,14.649742
lts__t_requests.sum,request,,,132921594.000000
lts__t_requests_srcunit_tex.sum,request,,,132897486.000000
lts__t_requests_srcunit_tex_op_atom_dot_alu.sum,request,,,0.000000
lts__t_requests_srcunit_tex_op_atom_dot_cas.sum,request,,,0.000000
lts__t_requests_srcunit_tex_op_read.sum,request,,,99522442.000000
lts__t_requests_srcunit_tex_op_red.sum,request,,,0.000000
lts__t_requests_srcunit_tex_op_write.sum,request,,,33372223.000000
lts__t_sector_hit_rate.pct,%,,,58.771916
lts__t_sectors.avg.pct_of_peak_sustained_elapsed,%,,,18.327553
lts__t_sectors.avg.peak_sustained,sector/cycle,,,1.000000
lts__t_sectors.avg.per_cycle_elapsed,sector/cycle,,,0.183276
lts__t_sectors.sum,sector,,,167807875.000000
lts__t_sectors.sum.per_second,sector/nsecond,,,8.270726
