iter	kernel	tflops	decision	bottleneck	idea_summary
iter070	iter070_wn160	0	DISCARD	misc	WARP_N=160 - INVALID: kernel internals not updated
iter071	iter071_wn192	0	DISCARD	misc	WARP_N=192 - INVALID: kernel internals not updated
iter072	iter072_wn224	0	DISCARD	misc	WARP_N=224 - INVALID: kernel internals not updated
iter074	iter074_wn288	0	DISCARD	misc	WARP_N=288 - INVALID: kernel internals not updated
iter075	iter075_wn320	0	DISCARD	misc	WARP_N=320 - INVALID: kernel internals not updated
iter076	iter076_wn352	0	DISCARD	misc	WARP_N=352 - INVALID: kernel internals not updated
iter077	iter077_wn384	0	DISCARD	misc	WARP_N=384 - INVALID: kernel internals not updated
iter078	iter078_wn416	0	DISCARD	misc	WARP_N=416 - INVALID: kernel internals not updated
iter079	iter079_wn448	0	DISCARD	misc	WARP_N=448 - INVALID: kernel internals not updated
iter080	iter080_wn480	0	DISCARD	misc	WARP_N=480 - INVALID: kernel internals not updated
iter081	iter081_wn512	0	DISCARD	misc	WARP_N=512 - INVALID: kernel internals not updated
iter082	iter082_wk8	321.70	DISCARD	compute_bound	WARP_K=8
iter083	iter083_wk16	319.77	DISCARD	compute_bound	WARP_K=16
iter084	iter084_wk24	321.96	DISCARD	compute_bound	WARP_K=24
iter085	iter085_wk32	322.29	DISCARD	compute_bound	WARP_K=32
iter087	iter087_wk48	317.86	DISCARD	compute_bound	WARP_K=48
iter089	iter089_wk64	323.88	DISCARD	compute_bound	WARP_K=64
iter091	iter091_wk80	318.23	DISCARD	compute_bound	WARP_K=80
iter093	iter093_wk96	323.91	DISCARD	compute_bound	WARP_K=96
iter095	iter095_wk112	326.02	DISCARD	compute_bound	WARP_K=112
iter096	iter096_wk64_swz10	321.77	DISCARD	compute_bound	WARP_K=64 + swz10
iter097	iter097_wk64_swz14	321.59	DISCARD	compute_bound	WARP_K=64 + swz14
iter98	iter98_wk24_swz10	142.94	DISCARD	contention	wk24_swz10 - GPU contention suspected
iter99	iter99_wk24_swz14	142.94	DISCARD	contention	wk24_swz14 - GPU contention suspected
iter100	iter100_wk32_swz10	142.94	DISCARD	contention	wk32_swz10 - GPU contention suspected
iter101	iter101_wk32_swz14	142.94	DISCARD	contention	wk32_swz14 - GPU contention suspected
iter102	iter102_wk48_swz14	142.94	DISCARD	contention	wk48_swz14 - GPU contention suspected
iter103	iter103_wk64_swz11	142.94	DISCARD	contention	wk64_swz11 - GPU contention suspected
iter104	iter104_wk64_swz13	142.94	DISCARD	contention	wk64_swz13 - GPU contention suspected
iter105	iter105_wk48_swz11	142.94	DISCARD	contention	wk48_swz11 - GPU contention suspected
